framework,shoe_contribution_seconds,ci_low_seconds,ci_high_seconds,shoe_contribution_pct_of_205
did,110.79155953720044,131.17625667885264,253.45438343644543,1.4772207938293391
within_athlete,47.19999999999982,-25.181376050420276,137.05964869281036,0.6293333333333309
cohort_survival,58.16250000000026,45.68915312499988,111.14809062499987,0.7755000000000034
pooled,67.33736658040776,35.927768895620936,98.74696426519458,0.8978315544054368
