athlete_name,gender,nationality,date,course,finish_time_seconds,year,age_at_race,known_shoe
Patrick Makau,M,Kenya,,berlin,7508,2010,,pre_vaporfly
Geoffrey Mutai,M,Kenya,,berlin,7510,2010,,pre_vaporfly
Bazu Worku,M,Ethiopia,,berlin,7525,2010,,pre_vaporfly
Yemane Tsegay,M,Ethiopia,,berlin,7672,2010,,pre_vaporfly
Eliud Kiptanui,M,Kenya,,berlin,7685,2010,,pre_vaporfly
Bernard Kipyego,M,Kenya,,berlin,7730,2010,,pre_vaporfly
Tadese Abraham,M,Ethiopia,,berlin,7764,2010,,pre_vaporfly
Gilbert Yegon,M,Kenya,,berlin,7834,2010,,pre_vaporfly
Masakazu Fujiwara,M,Japan,,berlin,7920,2010,,pre_vaporfly
Aberu Kebede,W,Ethiopia,,berlin,8638,2010,,pre_vaporfly
Bezunesh Bekele,W,Ethiopia,,berlin,8698,2010,,pre_vaporfly
Tomo Morimoto,W,Japan,,berlin,8770,2010,,pre_vaporfly
Sabrina Mockenhaupt,W,Germany,,berlin,8781,2010,,pre_vaporfly
Olena Burkovska,W,Ukraine,,berlin,8911,2010,,pre_vaporfly
Adriana Pertea,W,Romania,,berlin,9015,2010,,pre_vaporfly
Adriana Aparecida da Silva,W,Brazil,,berlin,9150,2010,,pre_vaporfly
Tanith Maxwell,W,South Africa,,berlin,9153,2010,,pre_vaporfly
Lisa Stublic,W,Croatia,,berlin,9222,2010,,pre_vaporfly
Agnieszka Gortel,W,Poland,,berlin,9287,2010,,pre_vaporfly
Eliud Kipchoge,M,Kenya,,berlin,7445,2013,,pre_vaporfly
Geoffrey Kipsang,M,Kenya,,berlin,7586,2013,,pre_vaporfly
Stephen Kwelio Chemlany,M,Kenya,,berlin,7664,2013,,pre_vaporfly
Maswai Kiptanui,M,Kenya,,berlin,7732,2013,,pre_vaporfly
Marílson Gomes dos Santos,M,Brazil,,berlin,7764,2013,,pre_vaporfly
Suehiro Ishikawa,M,Japan,,berlin,7824,2013,,pre_vaporfly
Koji Kobayashi,M,Japan,,berlin,7891,2013,,pre_vaporfly
Rui Silva,M,Portugal,,berlin,7936,2013,,pre_vaporfly
Sisay Jisa,M,Ethiopia,,berlin,7937,2013,,pre_vaporfly
Florence Kiplagat,W,Kenya,,berlin,8473,2013,,pre_vaporfly
Sharon Cherop,W,Kenya,,berlin,8548,2013,,pre_vaporfly
Irina Mikitenko,W,Germany,,berlin,8694,2013,,pre_vaporfly
Helah Kiprop,W,Kenya,,berlin,8882,2013,,pre_vaporfly
Desiree Davila,W,United States,,berlin,8955,2013,,pre_vaporfly
Vianey de la Rosa,W,Mexico,,berlin,9155,2013,,pre_vaporfly
Eri Hayakawa,W,Japan,,berlin,9155,2013,,pre_vaporfly
Nina Stöcker,W,Germany,,berlin,9466,2013,,pre_vaporfly
Lizzi Lee,W,Ireland,,berlin,9489,2013,,pre_vaporfly
Maria Yolanda Gutierrez,W,Spain,,berlin,9498,2013,,pre_vaporfly
Emmanuel Mutai,M,Kenya,,berlin,7393,2014,,pre_vaporfly
Abera Kuma,M,Ethiopia,,berlin,7556,2014,,pre_vaporfly
Geoffrey Kamworor,M,Kenya,,berlin,7599,2014,,pre_vaporfly
Eliud Kiptanui,M,Kenya,,berlin,7648,2014,,pre_vaporfly
Frankline Chepkwony,M,Kenya,,berlin,7655,2014,,pre_vaporfly
Levy Matebo,M,Kenya,,berlin,7713,2014,,pre_vaporfly
Maswai Kiptanui,M,Kenya,,berlin,7818,2014,,pre_vaporfly
Tsegaye Kebede,M,Ethiopia,,berlin,7827,2014,,pre_vaporfly
Kazuki Tamaru,M,Japan,,berlin,7885,2014,,pre_vaporfly
Fernando Cabada,M,United States,,berlin,7896,2014,,pre_vaporfly
Abdelhadi El Hachimi,M,Belgium,,berlin,7965,2014,,pre_vaporfly
Tirfi Tsegaye,W,Ethiopia,,berlin,8418,2014,,pre_vaporfly
Feyse Tadese,W,Ethiopia,,berlin,8427,2014,,pre_vaporfly
Shalane Flanagan,W,United States,,berlin,8474,2014,,pre_vaporfly
Tadelech Bekele,W,Ethiopia,,berlin,8582,2014,,pre_vaporfly
Abebech Afework,W,Ethiopia,,berlin,8702,2014,,pre_vaporfly
Kayoko Fukushi,W,Japan,,berlin,8785,2014,,pre_vaporfly
Anna Hahner,W,Germany,,berlin,8804,2014,,pre_vaporfly
Ines Melchor,W,Peru,,berlin,8808,2014,,pre_vaporfly
Rene Kalmer,W,South Africa,,berlin,8967,2014,,pre_vaporfly
Adriana da Silva,W,Brazil,,berlin,9485,2014,,pre_vaporfly
Karina Neipan,W,Argentina,,berlin,9681,2014,,pre_vaporfly
Michele Das Chagas,W,Brazil,,berlin,9739,2014,,pre_vaporfly
Margriet van den Broek,W,Netherlands,,berlin,7497,2014,,pre_vaporfly
Feyisa Lilesa,M,Ethiopia,,berlin,7617,2015,,pre_vaporfly
Emmanuel Mutai,M,Kenya,,berlin,7666,2015,,pre_vaporfly
Geoffrey Mutai,M,Kenya,,berlin,7769,2015,,pre_vaporfly
Yared Shegumo,M,Poland,,berlin,7847,2015,,pre_vaporfly
Koji Gokaya,M,Japan,,berlin,7858,2015,,pre_vaporfly
Scott Overall,M,United Kingdom,,berlin,7884,2015,,pre_vaporfly
Aberu Kebede,W,Ethiopia,,berlin,8448,2015,,pre_vaporfly
Meseret Hailu,W,Ethiopia,,berlin,8673,2015,,pre_vaporfly
Tadelech Bekele,W,Ethiopia,,berlin,8701,2015,,pre_vaporfly
Lisa Nemec,W,Croatia,,berlin,8877,2015,,pre_vaporfly
Tomomi Tanaka,W,Japan,,berlin,8880,2015,,pre_vaporfly
Fate Tola,W,Ethiopia,,berlin,8904,2015,,pre_vaporfly
Kenenisa Bekele,M,Ethiopia,,berlin,7383,2016,,pre_vaporfly
Wilson Kipsang,M,Kenya,,berlin,7393,2016,,pre_vaporfly
Evans Chebet,M,Kenya,,berlin,7531,2016,,pre_vaporfly
Sisay Lemma,M,Ethiopia,,berlin,7616,2016,,pre_vaporfly
Eliud Kiptanui,M,Kenya,,berlin,7667,2016,,pre_vaporfly
Geoffrey Ronoh,M,Kenya,,berlin,7769,2016,,pre_vaporfly
Alfers Lagat,M,Kenya,,berlin,7786,2016,,pre_vaporfly
Yohanes Gebregergish,M,Eritrea,,berlin,7788,2016,,pre_vaporfly
Jacob Kendagor,M,Kenya,,berlin,7801,2016,,pre_vaporfly
Suleiman Simotwo,M,Kenya,,berlin,7822,2016,,pre_vaporfly
Aberu Kebede,W,Ethiopia,,berlin,8445,2016,,pre_vaporfly
Birhane Dibaba,W,Ethiopia,,berlin,8638,2016,,pre_vaporfly
Ruti Aga,W,Ethiopia,,berlin,8681,2016,,pre_vaporfly
Reia Iwade,W,Japan,,berlin,8896,2016,,pre_vaporfly
Katharina Heinig,W,Germany,,berlin,8914,2016,,pre_vaporfly
Janet Ronoh,W,Kenya,,berlin,8975,2016,,pre_vaporfly
Dolinin Elena,W,Israel,,berlin,9359,2016,,pre_vaporfly
Cassie Fien,W,Australia,,berlin,9448,2016,,pre_vaporfly
Claire McCarthy,W,Ireland,,berlin,9480,2016,,pre_vaporfly
Gladys Ganiel,W,Ireland,,berlin,9550,2016,,pre_vaporfly
Eliud Kipchoge,M,Kenya,,berlin,7412,2017,,vaporfly_4
Guye Adola,M,Ethiopia,,berlin,7426,2017,,vaporfly_4
Mosinet Geremew,M,Ethiopia,,berlin,7569,2017,,vaporfly_4
Felix Kandie,M,Kenya,,berlin,7573,2017,,vaporfly_4
Vincent Kipruto,M,Kenya,,berlin,7574,2017,,vaporfly_4
Yuta Shitara,M,Japan,,berlin,7743,2017,,vaporfly_4
Hiroaki Sano,M,Japan,,berlin,7884,2017,,vaporfly_4
Ryan Vail,M,United States,,berlin,7960,2017,,vaporfly_4
Liam Adams,M,Australia,,berlin,7972,2017,,vaporfly_4
Jonathan Mellor,M,Great Britain,,berlin,7977,2017,,vaporfly_4
Gladys Cherono,W,Kenya,,berlin,8423,2017,,vaporfly_4
Ruti Aga,W,Ethiopia,,berlin,8441,2017,,vaporfly_4
Valary Aiyabei,W,Kenya,,berlin,8453,2017,,vaporfly_4
Helen Tola,W,Ethiopia,,berlin,8571,2017,,vaporfly_4
Anna Hahner,W,Germany,,berlin,8912,2017,,vaporfly_4
Catherine Bertone,W,Italy,,berlin,8914,2017,,vaporfly_4
Sonia Samuels,W,United Kingdom,,berlin,8974,2017,,vaporfly_4
Azucena Diaz,W,Spain,,berlin,9031,2017,,vaporfly_4
Catarina Ribeiro,W,Portugal,,berlin,9193,2017,,vaporfly_4
Kim Dillen,W,Netherlands,,berlin,9204,2017,,vaporfly_4
Amos Kipruto,M,Kenya,,berlin,7583,2018,,vaporfly_4
Wilson Kipsang,M,Kenya,,berlin,7608,2018,,vaporfly_4
Shogo Nakamura,M,Japan,,berlin,7696,2018,,vaporfly_4
Zersenay Tadese,M,Eritrea,,berlin,7726,2018,,vaporfly_4
Yuki Sato,M,Japan,,berlin,7758,2018,,vaporfly_4
Okubay Tsegay,M,Eritrea,,berlin,7796,2018,,vaporfly_4
Daisuke Uekado,M,Japan,,berlin,7867,2018,,vaporfly_4
Willy Canchanya,M,Peru,,berlin,7977,2018,,vaporfly_4
Bart van Nunen,M,Netherlands,,berlin,7989,2018,,vaporfly_4
Wellington Da Silva,M,Brazil,,berlin,8023,2018,,vaporfly_4
Vagner Da Silva Noronha,M,Brazil,,berlin,8097,2018,,vaporfly_4
Fernando Cabada,M,United States,,berlin,8100,2018,,vaporfly_4
Nick van Peborgh,M,Belgium,,berlin,8104,2018,,vaporfly_4
Thomas De Bock,M,Belgium,,berlin,8119,2018,,vaporfly_4
Kenta Murayama,M,Japan,,berlin,8137,2018,,vaporfly_4
Brendan Martin,M,United States,,berlin,8186,2018,,vaporfly_4
Malcolm Hicks,M,New Zealand,,berlin,8188,2018,,vaporfly_4
Paul Martelletti,M,New Zealand,,berlin,8199,2018,,vaporfly_4
Julian Spence,M,Australia,,berlin,8249,2018,,vaporfly_4
Luis Orta,M,Venezuela,,berlin,8268,2018,,vaporfly_4
Gary O'Hanlon,M,Ireland,,berlin,8346,2018,,vaporfly_4
Gerd Devos,M,Belgium,,berlin,8354,2018,,vaporfly_4
Berihun Wuve,M,Israel,,berlin,8385,2018,,vaporfly_4
Brady Threlfall,M,Australia,,berlin,8393,2018,,vaporfly_4
Valentin Harwardt,M,Germany,,berlin,8394,2018,,vaporfly_4
Antonio Cardona,M,Puerto Rico,,berlin,8418,2018,,vaporfly_4
Jeffrey Seelaus,M,United States,,berlin,8452,2018,,vaporfly_4
Ruben Sança,M,Cape Verde,,berlin,8461,2018,,vaporfly_4
Dirk Hübner,M,Germany,,berlin,8461,2018,,vaporfly_4
Gladys Cherono,W,Kenya,,berlin,8291,2018,,vaporfly_4
Ruti Aga,W,Ethiopia,,berlin,8314,2018,,vaporfly_4
Tirunesh Dibaba,W,Ethiopia,,berlin,8335,2018,,vaporfly_4
Edna Kiplagat,W,Kenya,,berlin,8478,2018,,vaporfly_4
Mizuki Matsuda,W,Japan,,berlin,8543,2018,,vaporfly_4
Helen Tola,W,Ethiopia,,berlin,8568,2018,,vaporfly_4
Honami Maeda,W,Japan,,berlin,8723,2018,,vaporfly_4
Carla Salomé Rocha,W,Portugal,,berlin,8727,2018,,vaporfly_4
Miyuki Uehara,W,Japan,,berlin,8746,2018,,vaporfly_4
Rei Ohara,W,Japan,,berlin,8849,2018,,vaporfly_4
Rachel Cliff,W,Canada,,berlin,8933,2018,,vaporfly_4
Lyndsay Tessier,W,Canada,,berlin,9047,2018,,vaporfly_4
Inés Melchor,W,Peru,,berlin,9129,2018,,vaporfly_4
Andrea Deelstra,W,Netherlands,,berlin,9161,2018,,vaporfly_4
Dawn Grunnagle,W,United States,,berlin,9296,2018,,vaporfly_4
Emma Spencer,W,United States,,berlin,9425,2018,,vaporfly_4
Cristina Jordán,W,Spain,,berlin,9434,2018,,vaporfly_4
Teresa Montrone,W,Italy,,berlin,9455,2018,,vaporfly_4
Caitlin Phillips,W,United States,,berlin,9468,2018,,vaporfly_4
Matea Parlov,W,Croatia,,berlin,9485,2018,,vaporfly_4
Arianne Raby,W,Canada,,berlin,9577,2018,,vaporfly_4
Catherine Watkins,W,Canada,,berlin,9611,2018,,vaporfly_4
Alexandra Cadicamo,W,United States,,berlin,9637,2018,,vaporfly_4
Tomomi Sawahata,W,Japan,,berlin,9650,2018,,vaporfly_4
Stephanie Davis,W,United Kingdom,,berlin,9676,2018,,vaporfly_4
Séverine Hamel,W,France,,berlin,9694,2018,,vaporfly_4
Amanda Nurse,W,United States,,berlin,9708,2018,,vaporfly_4
Rachel Hannah,W,Canada,,berlin,9777,2018,,vaporfly_4
Sarah Klein,W,Australia,,berlin,9809,2018,,vaporfly_4
Marie Zanderson,W,United States,,berlin,9867,2018,,vaporfly_4
Tsegaye Kebede,M,Ethiopia,,london,7519,2010,,pre_vaporfly
Emmanuel Kipchirchir Mutai,M,Kenya,,london,7583,2010,,pre_vaporfly
Jaouad Gharib,M,Morocco,,london,7615,2010,,pre_vaporfly
Abderrahime Bouramdane,M,Morocco,,london,7653,2010,,pre_vaporfly
Abel Kirui,M,Kenya,,london,7684,2010,,pre_vaporfly
Marílson Gomes dos Santos,M,Brazil,,london,7726,2010,,pre_vaporfly
Zersenay Tadese,M,Eritrea,,london,7923,2010,,pre_vaporfly
Andrew Lemoncello,M,United Kingdom,,london,8020,2010,,pre_vaporfly
Yonas Kifle,M,Eritrea,,london,8079,2010,,pre_vaporfly
Andi Jones,M,United Kingdom,,london,8198,2010,,pre_vaporfly
Ben Moreau,M,United Kingdom,,london,8206,2010,,pre_vaporfly
Lee Merrien,M,United Kingdom,,london,8208,2010,,pre_vaporfly
Clint Perrett,M,New Zealand,,london,8295,2010,,pre_vaporfly
Neil Renault,M,United Kingdom,,london,8289,2010,,pre_vaporfly
Dave Norman,M,United Kingdom,,london,8345,2010,,pre_vaporfly
Satoshi Irifune,M,Japan,,london,8365,2010,,pre_vaporfly
Steve Way,M,United Kingdom,,london,8378,2010,,pre_vaporfly
Gareth Raven,M,United Kingdom,,london,8395,2010,,pre_vaporfly
Kristoffer Osterlund,M,Sweden,,london,8406,2010,,pre_vaporfly
Pieter Vermeesh,M,United Kingdom,,london,8416,2010,,pre_vaporfly
Aselefech Mergia,W,Ethiopia,,london,8558,2010,,pre_vaporfly
Bezunesh Bekele,W,Ethiopia,,london,8597,2010,,pre_vaporfly
Askale Tafa,W,Ethiopia,,london,8679,2010,,pre_vaporfly
Yukiko Akaba,W,Japan,,london,8695,2010,,pre_vaporfly
Bai Xue,W,China,,london,8718,2010,,pre_vaporfly
Kim Smith,W,New Zealand,,london,8721,2010,,pre_vaporfly
Mari Ozaki,W,Japan,,london,8743,2010,,pre_vaporfly
Mara Yamauchi,W,United Kingdom,,london,8776,2010,,pre_vaporfly
Svetlana Zakharova,W,Russia,,london,9060,2010,,pre_vaporfly
Atsede Habtamu,W,Ethiopia,,london,9101,2010,,pre_vaporfly
Yoshimi Ozaki,W,Japan,,london,9146,2010,,pre_vaporfly
Berhane Adere,W,Ethiopia,,london,9226,2010,,pre_vaporfly
Tanith Maxwell,W,South Africa,,london,9264,2010,,pre_vaporfly
Susan Partridge,W,United Kingdom,,london,9357,2010,,pre_vaporfly
Deena Kastor,W,United States,,london,9380,2010,,pre_vaporfly
Helen Decker,W,United Kingdom,,london,9416,2010,,pre_vaporfly
Rebecca Robinson,W,United Kingdom,,london,9434,2010,,pre_vaporfly
Jo Wilkinson,W,United Kingdom,,london,9464,2010,,pre_vaporfly
Fiona Docherty,W,New Zealand,,london,9475,2010,,pre_vaporfly
Holly Rush,W,United Kingdom,,london,9476,2010,,pre_vaporfly
Susan Harrison,W,United Kingdom,,london,9533,2010,,pre_vaporfly
Constantina Diță,W,Romania,,london,9672,2010,,pre_vaporfly
Nicole Archer,W,United Kingdom,,london,9742,2010,,pre_vaporfly
Alyson Dixon,W,United Kingdom,,london,9828,2010,,pre_vaporfly
Liliya Shobukhova,W,Russia,,london,8520,2010,,pre_vaporfly
Inga Abitova,W,Russia,,london,8539,2010,,pre_vaporfly
Mariya Konovalova,W,Russia,,london,9321,2010,,pre_vaporfly
Nikki Emmerson,W,United Kingdom,,london,8266,2010,,pre_vaporfly
Sarah Piercy,W,United Kingdom,,london,9230,2010,,pre_vaporfly
Martin Lel,M,Kenya,,london,7545,2011,,pre_vaporfly
Patrick Makau Musyoki,M,Kenya,,london,7545,2011,,pre_vaporfly
Marílson Gomes dos Santos,M,Brazil,,london,7594,2011,,pre_vaporfly
Tsegaye Kebede,M,Ethiopia,,london,7668,2011,,pre_vaporfly
Jaouad Gharib,M,Morocco,,london,7706,2011,,pre_vaporfly
Dmitry Safronov,M,Russia,,london,7775,2011,,pre_vaporfly
Michael Shelley,M,Australia,,london,7898,2011,,pre_vaporfly
Viktor Röthlin,M,Switzerland,,london,7964,2011,,pre_vaporfly
Carlos Cordero,M,Mexico,,london,7993,2011,,pre_vaporfly
Jason Lehmkuhle,M,United States,,london,8020,2011,,pre_vaporfly
Lee Merrien,M,United Kingdom,,london,8067,2011,,pre_vaporfly
Andrew Lemoncello,M,United Kingdom,,london,8124,2011,,pre_vaporfly
José Manuel Martínez,M,Spain,,london,8125,2011,,pre_vaporfly
Jesper Faurschou,M,Denmark,,london,8175,2011,,pre_vaporfly
Tomas Luna Dominguez,M,Mexico,,london,8218,2011,,pre_vaporfly
David Webb,M,United Kingdom,,london,8261,2011,,pre_vaporfly
Daniel Vargas,M,Mexico,,london,8366,2011,,pre_vaporfly
John Gilbert,M,United Kingdom,,london,8368,2011,,pre_vaporfly
Mary Jepkosgei Keitany,W,Kenya,,london,8359,2011,,pre_vaporfly
Edna Kiplagat,W,Kenya,,london,8446,2011,,pre_vaporfly
Bezunesh Bekele,W,Ethiopia,,london,8622,2011,,pre_vaporfly
Atsede Baysa,W,Ethiopia,,london,8630,2011,,pre_vaporfly
Yukiko Akaba,W,Japan,,london,8649,2011,,pre_vaporfly
Irina Mikitenko,W,Germany,,london,8664,2011,,pre_vaporfly
Jéssica Augusto,W,Portugal,,london,8673,2011,,pre_vaporfly
Aberu Kebede,W,Ethiopia,,london,8674,2011,,pre_vaporfly
Askale Tafa,W,Ethiopia,,london,8724,2011,,pre_vaporfly
Azusa Nojiri,W,Japan,,london,8729,2011,,pre_vaporfly
Yoshiko Fujinaga,W,Japan,,london,8740,2011,,pre_vaporfly
Zhu Xiaolin,W,China,,london,8788,2011,,pre_vaporfly
Noriko Matsuoka,W,Japan,,london,8814,2011,,pre_vaporfly
Madaí Perez,W,Mexico,,london,8822,2011,,pre_vaporfly
Lornah Kiplagat,W,Netherlands,,london,8877,2011,,pre_vaporfly
Jo Pavey,W,United Kingdom,,london,8904,2011,,pre_vaporfly
Madoka Ogi,W,Japan,,london,8992,2011,,pre_vaporfly
Mizuho Nasukawa,W,Japan,,london,9000,2011,,pre_vaporfly
Louise Damen,W,United Kingdom,,london,9000,2011,,pre_vaporfly
Magdalena Lewy-Boulet,W,United States,,london,9082,2011,,pre_vaporfly
Risa Shigetomo,W,Japan,,london,9088,2011,,pre_vaporfly
Susan Partridge,W,United Kingdom,,london,9253,2011,,pre_vaporfly
Zhou Chunxiu,W,China,,london,9269,2011,,pre_vaporfly
Helen Davies,W,United Kingdom,,london,9343,2011,,pre_vaporfly
Paula Apolonio,W,Mexico,,london,9347,2011,,pre_vaporfly
Tanith Maxwell,W,South Africa,,london,9547,2011,,pre_vaporfly
Kirsten Melkevik Otterbu,W,Norway,,london,9556,2011,,pre_vaporfly
Yurika Nakamura,W,Japan,,london,9682,2011,,pre_vaporfly
Liz Yelling,W,United Kingdom,,london,9694,2011,,pre_vaporfly
Sarah Piercy,W,United Kingdom,,london,8713,2011,,pre_vaporfly
Wilson Kipsang Kiprotich,M,Kenya,,london,7484,2012,,pre_vaporfly
Martin Lel,M,Kenya,,london,7611,2012,,pre_vaporfly
Tsegaye Kebede,M,Ethiopia,,london,7612,2012,,pre_vaporfly
Jaouad Gharib,M,Morocco,,london,7664,2012,,pre_vaporfly
Abel Kirui,M,Kenya,,london,7676,2012,,pre_vaporfly
Emmanuel Kipchirchir Mutai,M,Kenya,,london,7681,2012,,pre_vaporfly
Marílson Gomes dos Santos,M,Brazil,,london,7681,2012,,pre_vaporfly
Samuel Tsegay,M,Eritrea,,london,7686,2012,,pre_vaporfly
Feyisa Lilesa,M,Ethiopia,,london,7700,2012,,pre_vaporfly
Bazu Worku,M,Ethiopia,,london,7814,2012,,pre_vaporfly
Vincent Kipruto,M,Kenya,,london,7839,2012,,pre_vaporfly
Zersenay Tadese,M,Eritrea,,london,7841,2012,,pre_vaporfly
Abreham Cherkos,M,Ethiopia,,london,7966,2012,,pre_vaporfly
Bekir Karayel,M,Turkey,,london,8001,2012,,pre_vaporfly
Lee Merrien,M,United Kingdom,,london,8021,2012,,pre_vaporfly
Solonei da Silva,M,Brazil,,london,8097,2012,,pre_vaporfly
John Beattie,M,United Kingdom,,london,8198,2012,,pre_vaporfly
Phil Anthony,M,United Kingdom,,london,8200,2012,,pre_vaporfly
Martin Dent,M,Australia,,london,8252,2012,,pre_vaporfly
Jesper Faurschou,M,Denmark,,london,8258,2012,,pre_vaporfly
Anuradha Cooray,M,Sri Lanka,,london,8270,2012,,pre_vaporfly
Andi Jones,M,United Kingdom,,london,8309,2012,,pre_vaporfly
Mary Jepkosgei Keitany,W,Kenya,,london,8317,2012,,pre_vaporfly
Edna Kiplagat,W,Kenya,,london,8390,2012,,pre_vaporfly
Priscah Jeptoo,W,Kenya,,london,8414,2012,,pre_vaporfly
Florence Kiplagat,W,Kenya,,london,8457,2012,,pre_vaporfly
Lucy Wangui Kabuu,W,Kenya,,london,8592,2012,,pre_vaporfly
Aberu Kebede,W,Ethiopia,,london,8644,2012,,pre_vaporfly
Irina Mikitenko,W,Germany,,london,8693,2012,,pre_vaporfly
Jéssica Augusto,W,Portugal,,london,8699,2012,,pre_vaporfly
Atsede Baysa,W,Ethiopia,,london,8759,2012,,pre_vaporfly
Jeļena Prokopčuka,W,Latvia,,london,8824,2012,,pre_vaporfly
Claire Hallissey,W,United Kingdom,,london,8864,2012,,pre_vaporfly
Koren Jelela,W,Ethiopia,,london,8885,2012,,pre_vaporfly
Freya Murray,W,United Kingdom,,london,8890,2012,,pre_vaporfly
Isabellah Andersson,W,Sweden,,london,8997,2012,,pre_vaporfly
Louise Damen,W,United Kingdom,,london,9097,2012,,pre_vaporfly
Constantina Diță,W,Romania,,london,9154,2012,,pre_vaporfly
Irvette van Zyl,W,South Africa,,london,9221,2012,,pre_vaporfly
Sonia Samuels,W,United Kingdom,,london,9221,2012,,pre_vaporfly
Amy Whitehead,W,United Kingdom,,london,9224,2012,,pre_vaporfly
Helen Decker,W,United Kingdom,,london,9251,2012,,pre_vaporfly
Jessica Petersson,W,Denmark,,london,9296,2012,,pre_vaporfly
Alyson Dixon,W,United Kingdom,,london,9346,2012,,pre_vaporfly
Susan Partridge,W,United Kingdom,,london,9461,2012,,pre_vaporfly
Liz Yelling,W,United Kingdom,,london,9608,2012,,pre_vaporfly
Michelle Ross-Cope,W,United Kingdom,,london,9608,2012,,pre_vaporfly
Tatyana McFadden,W,United States,,london,7538,2012,,pre_vaporfly
Meggan Dawson-Farrell,W,United Kingdom,,london,8575,2012,,pre_vaporfly
Sarah Piercy,W,United Kingdom,,london,8676,2012,,pre_vaporfly
Tsegaye Kebede,M,Ethiopia,,london,7564,2013,,pre_vaporfly
Emmanuel Kipchirchir Mutai,M,Kenya,,london,7593,2013,,pre_vaporfly
Ayele Abshero,M,Ethiopia,,london,7617,2013,,pre_vaporfly
Feyisa Lilesa,M,Ethiopia,,london,7666,2013,,pre_vaporfly
Wilson Kipsang Kiprotich,M,Kenya,,london,7667,2013,,pre_vaporfly
Stephen Kiprotich,M,Uganda,,london,7685,2013,,pre_vaporfly
Yared Asmerom,M,Eritrea,,london,7702,2013,,pre_vaporfly
Stanley Biwott,M,Kenya,,london,7719,2013,,pre_vaporfly
Ayad Lamdassem,M,Spain,,london,7768,2013,,pre_vaporfly
Patrick Makau Musyoki,M,Kenya,,london,8050,2013,,pre_vaporfly
Patrick Rizzo,M,United States,,london,8165,2013,,pre_vaporfly
Derek Hawkins,M,United Kingdom,,london,8210,2013,,pre_vaporfly
Paul Pollock,M,Ireland,,london,8230,2013,,pre_vaporfly
John Gilbert,M,United Kingdom,,london,8263,2013,,pre_vaporfly
Anuradha Cooray,M,Sri Lanka,,london,8273,2013,,pre_vaporfly
Philip Wicks,M,United Kingdom,,london,8347,2013,,pre_vaporfly
James Kelly,M,United Kingdom,,london,8499,2013,,pre_vaporfly
Priscah Jeptoo,W,Kenya,,london,8415,2013,,pre_vaporfly
Edna Kiplagat,W,Kenya,,london,8492,2013,,pre_vaporfly
Yukiko Akaba,W,Japan,,london,8683,2013,,pre_vaporfly
Atsede Baysa,W,Ethiopia,,london,8714,2013,,pre_vaporfly
Meselech Melkamu,W,Ethiopia,,london,8746,2013,,pre_vaporfly
Florence Kiplagat,W,Kenya,,london,8825,2013,,pre_vaporfly
Mai Ito,W,Japan,,london,8917,2013,,pre_vaporfly
Alevtina Biktimirova,W,Russia,,london,9002,2013,,pre_vaporfly
Susan Partridge,W,United Kingdom,,london,9046,2013,,pre_vaporfly
Irvette van Zyl,W,South Africa,,london,9086,2013,,pre_vaporfly
Adriana Aparecida da Silva,W,Brazil,,london,9104,2013,,pre_vaporfly
Remi Sano,W,Japan,,london,9204,2013,,pre_vaporfly
Amy Whitehead,W,United Kingdom,,london,9254,2013,,pre_vaporfly
Chika Horie,W,Japan,,london,9330,2013,,pre_vaporfly
Joyce Chepkirui,W,Kenya,,london,9354,2013,,pre_vaporfly
Tiki Gelana,W,Ethiopia,,london,9415,2013,,pre_vaporfly
Yoko Shibui,W,Japan,,london,9455,2013,,pre_vaporfly
Diane Roy,W,Canada,,london,7439,2013,,pre_vaporfly
Meggan Dawson-Farrell,W,United Kingdom,,london,8303,2013,,pre_vaporfly
Wilson Kipsang Kiprotich,M,Kenya,,london,7469,2014,,pre_vaporfly
Stanley Biwott,M,Kenya,,london,7495,2014,,pre_vaporfly
Tsegaye Kebede,M,Ethiopia,,london,7590,2014,,pre_vaporfly
Ayele Abshero,M,Ethiopia,,london,7591,2014,,pre_vaporfly
Tsegaye Mekonnen,M,Ethiopia,,london,7686,2014,,pre_vaporfly
Geoffrey Mutai,M,Kenya,,london,7698,2014,,pre_vaporfly
Emmanuel Kipchirchir Mutai,M,Kenya,,london,7699,2014,,pre_vaporfly
Mo Farah,M,United Kingdom,,london,7701,2014,,pre_vaporfly
Feyisa Lilesa,M,Ethiopia,,london,7706,2014,,pre_vaporfly
Ryan Vail,M,United States,,london,7857,2014,,pre_vaporfly
Chris Thompson,M,United Kingdom,,london,7879,2014,,pre_vaporfly
Stephen Kiprotich,M,Uganda,,london,7897,2014,,pre_vaporfly
Reid Coolsaet,M,Canada,,london,8020,2014,,pre_vaporfly
Pedro Nimo,M,Spain,,london,8055,2014,,pre_vaporfly
Steve Way,M,United Kingdom,,london,8187,2014,,pre_vaporfly
John Gilbert,M,United Kingdom,,london,8206,2014,,pre_vaporfly
Ben Livesey,M,United Kingdom,,london,8264,2014,,pre_vaporfly
Samuel Tsegay,M,Eritrea,,london,8350,2014,,pre_vaporfly
Scott Overall,M,United Kingdom,,london,8395,2014,,pre_vaporfly
Jon Pepper,M,United Kingdom,,london,8399,2014,,pre_vaporfly
Edna Kiplagat,W,Kenya,,london,8421,2014,,pre_vaporfly
Florence Kiplagat,W,Kenya,,london,8424,2014,,pre_vaporfly
Tirunesh Dibaba,W,Ethiopia,,london,8435,2014,,pre_vaporfly
